nombre_empresa,rubro,rut,confianza_rut,canal_contacto,telefono,email,instagram,facebook,tiktok,whatsapp,direccion,comuna,region,lat,lon,tiene_sitio_web,fuente
303! Yo Cocino,fast food,,,telefono,+56953479060,,https://www.instagram.com/303yococino,,,,Avenida Simón Bolívar 3275,Ñuñoa,,-33.4491159,-70.5954345,no,https://www.openstreetmap.org/node/12496121529
Wallpa Ñawi,restaurant,,,red social,,,https://www.instagram.com/wallpa_nawi,,,,Avenida Simón Bolívar 3737,Ñuñoa,,-33.4486328,-70.5926366,no,https://www.openstreetmap.org/node/12502212598
Irrev3rente,restaurant,,,red social,,,https://instagram.com/irrev3rente,,,,,,,-33.4404068,-70.6351742,no,https://www.openstreetmap.org/node/12511334901
Versus,dojo,,,red social,,,https://www.instagram.com/versus.nunoa,,,,,,,-33.450396,-70.5881918,no,https://www.openstreetmap.org/node/12519070896
Voy Contigo Café,cafe,,,red social,,,https://www.instagram.com/voycontigocafe,,,,,,,-33.4503148,-70.5881449,no,https://www.openstreetmap.org/node/12519070897
Salon de belleza Mimo Mento,beauty,,,red social,,,https://www.instagram.com/salon_mimomento,,,,Avenida Irarrázaval 3260,Ñuñoa,,-33.4547885,-70.5968834,no,https://www.openstreetmap.org/node/12533026046
ER Bike,bicycle,,,red social,,,https://instagram.com/erbike_chile,,,,,,,-33.4343527,-70.6494725,no,https://www.openstreetmap.org/node/12537584501
Capital Padel,,,,red social,,,https://instagram.com/capitalpadel.santiagocentro,,,,Eyzaguirre 733,,,-33.4515734,-70.645391,no,https://www.openstreetmap.org/node/12544867201
Cafe Maori,cafe,,,red social,,,https://instagram.com/cafe_maori,,,,Avenida Italia 1187,,,-33.4456867,-70.6254604,no,https://www.openstreetmap.org/node/12545033701
Escarlatta Gourmet,bakery,,,red social,,,https://www.instagram.com/escarlattagourmet,,,,Manuel Bulnes 801,,,-51.7267619,-72.4995338,no,https://www.openstreetmap.org/node/12556202161
Barbacoa,restaurant,,,telefono,+56 9 8921 4637,,https://instagram.com/barbacoa_cl,,,,Avenida Rancagua 438,,,-33.4401138,-70.6266567,no,https://www.openstreetmap.org/node/12563438201
Laiv Coffee,cafe,,,red social,,,https://instagram.com/laivcoffee,,,,Miraflores 630,,,-33.4353395,-70.6460514,no,https://www.openstreetmap.org/node/12565743002
Hospedaje Ely,,,,red social,,,https://instagram.com/hospedaje_familiar_ely,,,,Juan Soler Manfredini,,,-42.9253546,-72.7091312,no,https://www.openstreetmap.org/node/12587547601
Oassis Canino,pet grooming,,,telefono,56947700676,,https://instagram.com/Oassis.Canino,https://facebook.com/Oassis,,,Unión 2324,,,-33.0374967,-71.3925196,no,https://www.openstreetmap.org/node/12601623538
La Fogata,restaurant,,,telefono,+56978985641,,https://www.instagram.com/la_fogata_puerto_tranquilo_,,,,El Salto 186,Puerto Río Tranquilo,,-46.6252119,-72.6775751,no,https://www.openstreetmap.org/node/12617981161
Domani Pizza,restaurant,,,red social,,,https://instagram.com/domanipizzabar,,,,Avenida Italia 758,Providencia,,-33.4421395,-70.6261502,no,https://www.openstreetmap.org/node/12626737001
Krossbar,restaurant,,,red social,,,https://instagram.com/domanipizzabar,,,,Avenida Italia 758,,,-33.4421552,-70.6255674,no,https://www.openstreetmap.org/node/12626804701
Espacio Active,,,,red social,,,https://instagram.com/espacio_active,,,,Avenida Carlos Silva Vildósola 790,,,-33.4777858,-70.6434463,no,https://www.openstreetmap.org/node/12641837501
Mamba Negra,bar,,,red social,,,https://instagram.com/barmambanegra,,,,Avenida Chacabuco 1205,Concepción,,-36.8274855,-73.0410164,no,https://www.openstreetmap.org/node/12645838343
ConserBar,restaurant,,,red social,,,https://instagram.com/conserbar,,,,Avenida Condell 1189,,,-33.4458237,-70.6263408,no,https://www.openstreetmap.org/node/12724642002
Moscowa,restaurant,,,red social,,,https://instagram.com/moscowa.cl,,,,Avenida Condell 1213,,,-33.4459753,-70.6262894,no,https://www.openstreetmap.org/node/12724643001
El Karim,restaurant,,,red social,,,https://instagram.com/comidaarabechile,,,,Avenida Italia 1187,,,-33.4457237,-70.6254519,no,https://www.openstreetmap.org/node/12752841901
Padel Activa,,,,red social,,,https://instagram.com/padelactiva.cl,,,,Bellavista 180,,,-33.4341169,-70.6409344,no,https://www.openstreetmap.org/node/12772850802
Camping Ojo de Agua,,,,telefono,+56 9 8743 3445,,https://instagram.com/camping_ojo_de_agua,,,,,,,-37.9852236,-71.3134172,no,https://www.openstreetmap.org/node/12776761763
Carcasa coquimbo,mobile phone,,,red social,,,http://www.instagram.com/carcasacoquimb0,,,,José Santiago Aldunate 1431,Coquimbo,,-29.9567808,-71.3393263,no,https://www.openstreetmap.org/node/12800743172
Ocio Café,coffee,,,red social,,,https://instagram.com/ociocafecl,,,,Caupolicán 470,,,-33.4483238,-70.624376,no,https://www.openstreetmap.org/node/12803691801
La Loba Café,cafe,,,telefono,+56971087083,,https://instagram.com/lalobacafe,,,,Diagonal Rancagua 980,,,-33.4398088,-70.6200702,no,https://www.openstreetmap.org/node/12803693401
Milk Coffee Bar,cafe,,,red social,,,https://instagram.com/milkstgo,,,,Avenida El Bosque Norte 220,,,-33.4148728,-70.6019073,no,https://www.openstreetmap.org/node/12803693501
Green Padel,,,,red social,,,https://instagram.com/greenpadelstgo,,,,Pedro Montt 1468,,,-33.4729931,-70.653635,no,https://www.openstreetmap.org/node/12813127001
La Marplatense,cafe,,,telefono,56 9 9346 3869,,https://instagram.com/_lamarplatense_,,,,Avenida Bombero Domingo Villalobos 465,,,-34.1784801,-70.7160921,no,https://www.openstreetmap.org/node/12856240702
Bocaccio,cafe,,,red social,,,https://instagram.com/helados_bocaccio,,,,Avenida Vicente Méndez 1541,,,-36.5885182,-72.0756824,no,https://www.openstreetmap.org/node/12869274134
El Roble,restaurant,77.251.106-K,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://instagram.com/el_roble_ccp,,,,O'Higgins 1117,Concepción,,-36.8249844,-73.043974,no,https://www.openstreetmap.org/node/12885347788
El Sazón de Sady,restaurant,,,red social,,,https://instagram.com/elsazondesady,,,,Colo Colo 216,Concepción,,-36.828662,-73.0466867,no,https://www.openstreetmap.org/node/12885393301
Antonia,clothes,,,telefono,+56 963 938 011,,https://instagram.com/antoniaboutiqueconcepcion,,,,O'Higgins 780,Concepción,,-36.8270635,-73.0481623,no,https://www.openstreetmap.org/node/12887953865
Farmacia Concepción,pharmacy,,,telefono,+56 412 210 576,,https://instagram.com/farmaciaconcepcion,,,,Cochrane 1012,Concepción,,-36.8278599,-73.0440461,no,https://www.openstreetmap.org/node/12889296616
Farmacia Mendoza,pharmacy,,,red social,,,https://instagram.com/farmacia_mendoza_ccp,,,,Pasaje 17 425,Concepción,,-36.8065156,-73.0724803,no,https://www.openstreetmap.org/node/12896055786
Ale's Sandwich,fast food,,,red social,,,https://instagram.com/ales__sandwich,,,,Avenida España 496,,,-34.1599154,-70.7441392,no,https://www.openstreetmap.org/node/12919589202
Café Sole Améstica,pastry,,,telefono,+56 412 730 470,,https://instagram.com/soleamestica,,,,Martín Pinzón,Hualpén,,-36.8027606,-73.0826961,no,https://www.openstreetmap.org/node/12925038396
Nube Café,cafe,,,red social,,,https://instagram.com/nubecafe.cl,,,,O'Higgins 978,Concepción,,-36.8260377,-73.0457251,no,https://www.openstreetmap.org/node/12941869069
Papa Burger,fast food,,,telefono,+56 927 883 580,,https://instagram.com/papaburger.conce,,,,Avenida Arturo Prat 446,Concepción,,-36.8305087,-73.0582964,no,https://www.openstreetmap.org/node/12953050330
Da' Tito Pizza,restaurant,,,telefono,56 9 6565 7552,,https://instagram.com/datitopizzachile,https://facebook.com/datitopizzachile,,,Paseo Peatonal del Estado 593,,,-34.1724235,-70.7412399,no,https://www.openstreetmap.org/node/13058506004
Pons Razas,pet,,,telefono,56 9 7881 6505,,https://instagram.com/pons_razas,https://facebook.com/pons_razas,,,,,,-34.1801769,-70.7174954,no,https://www.openstreetmap.org/node/13078777001
Farmacia Manzanal,pharmacy,,,telefono,56 9 2684 6542,,https://instagram.com/farmaciamanzanal,,,,Avenida Einstein 857,,,-34.1821884,-70.7251372,no,https://www.openstreetmap.org/node/13085173101
Dejavu Restobar,pub,,,red social,,,https://instagram.com/dejavurestobar__,,,,Carlos Cousiño 205,Lota,,-37.0891738,-73.1616566,no,https://www.openstreetmap.org/node/13094904186
Kiyomi sushi-asian food,restaurant,,,red social,,,https://instagram.com/kiyomisushi.cl,,,,Amunátegui 81,,,-33.4428205,-70.6558765,no,https://www.openstreetmap.org/node/13189092901
Shawarma Sham,restaurant,,,telefono,56 9 4670 9277,,https://instagram.com/shawarmasham,,,,Avenida Capitán Antonio Millán 410,,,-34.1749919,-70.742122,no,https://www.openstreetmap.org/node/13193610211
Sushi An,fast food,,,telefono,+56 9 7372 7970,,https://instagram.com/sushi__an_delivery,,,,Yerbas Buenas 412,Valdivia,,-39.8179752,-73.2448447,no,https://www.openstreetmap.org/node/13233344170
Ruzetti Caffè,cafe,,,red social,,,https://instagram.com/cafferuzetti,,,,Alberto Solari Magnasco 1400,La Serena,,-29.9120924,-71.2569188,no,https://www.openstreetmap.org/node/13238017738
Fruna,confectionery,,,red social,,,https://instagram.com/fruna_rancaguaoficial,,,,Doctor José Antonio Salinas 1138,,,-34.1670104,-70.7505986,no,https://www.openstreetmap.org/node/13250239001
Mano Negra,fast food,,,red social,,,https://instagram.com/manonegrasangucheriamarinaccp,,,,Avenida Los Carrera 430,Concepción,,-36.824744,-73.0549077,no,https://www.openstreetmap.org/node/13254808070
Museo Patrimonial Pudahuel,,,,red social,,,https://www.instagram.com/museo_patrimonial_pudahuel,,,,Avenida General Óscar Bonilla 9085,Pudahuel,,-33.4482217,-70.7632671,no,https://www.openstreetmap.org/node/13256695970
Hostal Casa Raíces,,,,telefono,+56988840002,ale.ulloa.b@gmail.com,https://instagram.com/casaraiceshostal,,,,Francisco Bascur 20,,,-47.251214,-72.5683417,no,https://www.openstreetmap.org/node/13271206206
kofkewe,bakery,,,correo,,ale.ulloa.b@gmail.com,https://instagram.com/kofkewe,,,,Francisco Bascur 20,,,-47.2512782,-72.5683484,no,https://www.openstreetmap.org/node/13271206207
English Academy Cochrane,language school,,,telefono,+56 971374925,,https://instagram.com/englishacademycochrane,,,,,,,-47.2489345,-72.5676906,no,https://www.openstreetmap.org/node/13271206208
Camping Los Domos de Curarrehue,,,,telefono,+56 9 9917 7930,,https://instagram.com/losdomosdecurarrehue,,,,,,,-39.3147521,-71.5826708,no,https://www.openstreetmap.org/node/13273242988
Kalfu Patagonia,outdoor,,,telefono,+56 988274486,tiendakalfu@gmail.com,https://instagram.com/tienda_kalfu_cochrane,,,,Doctor Steffens 747,,,-47.2546594,-72.5702394,no,https://www.openstreetmap.org/node/13280414585
Donkame Yoko,restaurant,,,telefono,+56 9 7630 7760,,https://www.instagram.com/donkameyoko,,,,Bellavista 376,,,-33.4324964,-70.6300271,no,https://www.openstreetmap.org/node/13286347236
Barrio de Interés Regional Cochrane,government,,,telefono,+56 948082215,barrioscochrane@gmail.com,https://instagram.com/barriocochrane,https://facebook.com/PQMBCochrane,,,,,,-47.2519126,-72.5781358,no,https://www.openstreetmap.org/node/13295875507
Mate y Tortas Dulces,bakery,,,red social,,,https://instagram.com/mateytortasdulces,,,,Teniente Merino 445,,,-47.2533759,-72.5745256,no,https://www.openstreetmap.org/node/13302814968
Al Grano,convenience,,,telefono,+56 940259009,,https://instagram.com/tienda_algrano,https://facebook.com/profile.php?id=100075942163947,,,Las Golondrinas 489,,,-47.2542362,-72.574199,no,https://www.openstreetmap.org/node/13309701307
Turismo Onix,guide,,,telefono,+56 962161256,turismoonixpatagonia@gmail.com,https://instagram.com/turismoonixpatagonia,https://facebook.com/profile.php?id=100063231040025&locale=pt_PT,,,Vicente Previske 747,,,-47.251802,-72.569194,no,https://www.openstreetmap.org/node/13312352241
Club de Leones,community centre,,,red social,,,https://instagram.com/centroleonescoyhaique,https://facebook.com/profile.php?id=100018074950167,,,,,,-47.2532412,-72.5732039,no,https://www.openstreetmap.org/node/13315496722
Camping El Rancho de Palito,,,,telefono,+56 9 8768 5718,,https://instagram.com/elranchodepalito,https://facebook.com/1574294322841450,,,,,,-39.5014381,-71.8479385,no,https://www.openstreetmap.org/node/13321866698
Casa del Ciclista San Antonio,,,,telefono,+56 9 8930 9184;+56 9 8368 9145;+56 9 8718 7942,cicloviasanantonio@gmail.com,https://instagram.com/la_casa_del_ciclista_chile,,,,Avenida Chile 170,,,-33.6110611,-71.6083145,no,https://www.openstreetmap.org/node/13326962532
Logan Bike,bicycle,,,telefono,+56 9 9961 5161,,https://instagram.com/loganbikepichilemu,,,,,,,-34.3873615,-72.0035436,no,https://www.openstreetmap.org/node/13327295156
Camping Borde Río Rapel,,,,telefono,+56974753525,,https://instagram.com/camping_borderio_rapel,,,,,,,-33.9378483,-71.7377724,no,https://www.openstreetmap.org/node/13331388680
PalmaBike,bicycle,,,telefono,+56 9 8913 8179,palmabike.taller@gmail.com,https://instagram.com/palmabike,,,,Licancheu,,,-33.9410629,-71.784935,no,https://www.openstreetmap.org/node/13331781544
Pedal Vikingo,bicycle,,,telefono,+56 9 8895 6955,,https://instagram.com/pedalvikingo_taller,,,,,,,-34.1086884,-71.722435,no,https://www.openstreetmap.org/node/13333974917
Perfumes Cochrane,perfumery,,,red social,,,https://instagram.com/perfumes_cochrane,,,,,,,-47.2531716,-72.5765727,no,https://www.openstreetmap.org/node/13334835495
Zona Austral,clothes,,,telefono,+56 977684937,tiendazonaaustral@gmail.com,https://instagram.com/tiendazonaaustral,https://facebook.com/profile.php?id=61552708811207,,,,,,-47.2531579,-72.5766043,no,https://www.openstreetmap.org/node/13334835496
Sociedad Juan Martínez de Rozas,restaurant,,,red social,,,https://instagram.com/sociedadjuanmartinezderozas,,,,Freire 1158,Concepción,,-36.8230593,-73.0448194,no,https://www.openstreetmap.org/node/13334927382
Camping Rio Huenchullami,,,,telefono,+56 9 6510 2371,,https://instagram.com/camping_rio_huanchullami,https://facebook.com/Camping-R%C3%ADo-Huenchullami-100068801806228,,,,,,-35.1411858,-72.1978149,no,https://www.openstreetmap.org/node/13341543849
Distribuidora MYL,houseware,,,telefono,+56 948 084 467,,https://instagram.com/myldistribuidora,https://www.facebook.com/people/ML-Distribuidora-Chile/100023827483217,,,Caupolicán 721,Concepción,,-36.8245756,-73.0527849,no,https://www.openstreetmap.org/node/13343558851
Donde la mami,restaurant,,,red social,,,https://instagram.com/donde_la_mami_restaurante,,,,Caupolicán 721,Concepción,,-36.8244642,-73.0528317,no,https://www.openstreetmap.org/node/13343558853
Cycles Michelin,bicycle,,,red social,,,https://instagram.com/cycles.michelin,https://facebook.com/CycesMichelin,,,,,,-35.3355298,-72.4087518,no,https://www.openstreetmap.org/node/13344317595
Camping La Ola,,,,telefono,+56 9 9999 9695,,https://instagram.com/camping_la_ola,https://facebook.com/felipe.langer.969,,,,,,-35.8716888,-72.6554413,no,https://www.openstreetmap.org/node/13348377184
Il´Conti Bike & Race,bicycle,,,red social,,,https://instagram.com/il_.conti,,,,,,,-35.9623108,-72.3128128,no,https://www.openstreetmap.org/node/13353000384
Camping Purema,,,,red social,,,https://instagram.com/campingpurema,,,,,,,-36.4462031,-72.8830243,no,https://www.openstreetmap.org/node/13361597896
Camping Piedras Blancas,,,,telefono,+56 9781 08683,,https://instagram.com/camping_piedras_blancas,,,+56 9781 08683,,,,-37.2855873,-72.938858,no,https://www.openstreetmap.org/node/13364129221
Tierra Viva Cochrane,greengrocer,,,telefono,+56 957438082,,https://instagram.com/tierravivacochrane,https://facebook.com/TierraVivaCochrane,,,,,,-47.2523282,-72.5674398,no,https://www.openstreetmap.org/node/13365969074
Bossa açai,beverages,,,red social,,,https://instagram.com/bossa.chile,,,,Janequeo 391,,,-36.8238266,-73.0403649,no,https://www.openstreetmap.org/node/13368483901
Camping Sagrado,,,,telefono,+56 9 2996 3980,,https://instagram.com/sagrado_conguillio,https://facebook.com/sagrado.conguillio,,,,,,-38.5738144,-71.7829361,no,https://www.openstreetmap.org/node/13370706544
Camping Ruka Leufu,,,,telefono,+56 9 3504 4529,,https://instagram.com/campingyhostalrukaleufu,,,,,,,-38.534687,-71.8139343,no,https://www.openstreetmap.org/node/13370736989
Eco Camping Las Terrazas del Cautín,,,,telefono,+56 9 9309 9565,,https://instagram.com/ecocamping_terrazasdelcautin,,,,,,,-38.4658127,-71.9391861,no,https://www.openstreetmap.org/node/13373002696
Camping Vizcarraa,,,,telefono,+56 9 3408 1736,,https://instagram.com/cycvizcarra,https://www.facebook.com/Caba%C3%B1as-Vizcarra-100083772340335,,,,,,-38.4281883,-71.9290619,no,https://www.openstreetmap.org/node/13373018259
Manubaik,bicycle,,,telefono,+56 9 8563 3787,,https://instagram.com/manubaik.taller,,,,,,,-39.1843109,-72.1954346,no,https://www.openstreetmap.org/node/13378542962
Camping Agroturismo Tres Palmeras,,,,telefono,+56 9 9920 3196,,https://instagram.com/tres_palmerascamping,https://facebook.com/campingTresPalmeras,,,,,,-38.9673717,-72.1295261,no,https://www.openstreetmap.org/node/13379014292
Haru Sushi y Fusion,fast food,,,telefono,+56933159625,,https://instagram.com/haru_sushifusion,,,,Santo Tomás 1569,Chillán,,-36.5893053,-72.0691055,no,https://www.openstreetmap.org/node/13382230327
Kyra's Pet shop,pet,,,whatsapp,,,https://instagram.com/kyraschillan2,,,+56936327049,Camino Colonia Bernardo O'Higgins 1541,Chillán,,-36.5874468,-72.0763085,no,https://www.openstreetmap.org/node/13382230330
Bicy Cunco,bicycle,,,telefono,+56 9 9672 0993,,https://instagram.com/bicycunco,https://facebook.com/BicyCunco-100075958791560,,+56 9 9672 0993,,,,-38.9315109,-72.0301743,no,https://www.openstreetmap.org/node/13384205274
Volcano Bikes,bicycle,,,telefono,+56 9 6578 5639,,https://instagram.com/volcano.bikes,,,,,,,-39.2786865,-71.9594345,no,https://www.openstreetmap.org/node/13388625163
Libreria Salvaje,books,,,correo,,salvajelibreria@gmail.com,https://instagram.com/salvajelibreria,,,,Avenida Italia 1354,,,-33.4469264,-70.6247948,no,https://www.openstreetmap.org/node/13389478601
Camping Mawidache,,,,telefono,+56 9 5494 7106,,https://instagram.com/_camping_mawida_che_,https://facebook.com/Camping-Mawida-CHE-61555335819741,,,,,,-39.350795,-71.6140231,no,https://www.openstreetmap.org/node/13391519061
Ciao Pastas y Pizzas,restaurant,,,telefono,+56 954 229 180,,https://instagram.com/ciaopastasypizzas,,,,Víctor Lamas 745,Concepción,,-36.8315674,-73.0459038,no,https://www.openstreetmap.org/node/13391730631
Óptica Suiza,optician,,,red social,,,https://instagram.com/opticasuiza_ccp,,,,Barros Arana 790,,,-36.8260758,-73.048809,no,https://www.openstreetmap.org/node/13392054301
Ashley Hadassa,clothes,,,red social,,,https://instagram.com/ashley_hadassa.boutique,https://www.facebook.com/p/Distribuidora-AshleyHadassaMakeup-100084702250526,,,Tucapel 771,Concepción,,-36.8220168,-73.0480596,no,https://www.openstreetmap.org/node/13394144830
Mateo Market,convenience,,,red social,,,https://instagram.com/mateo.market,,,,Mariqueo 1113,,,-37.798152,-73.3941404,no,https://www.openstreetmap.org/node/13406972401
Bongo Sushi,fast food,,,telefono,56963504725,,https://instagram.com/bongosushi31,https://facebook.com/bongosushi31,,,,,,-33.0628182,-71.2205753,no,https://www.openstreetmap.org/node/13413129553
Supercongelados. Sta Isabel,supermarket,,,red social,,,https://instagram.com/supercongelados_chile,,,,Avenida Santa Isabel 99,,,-33.447548,-70.6331402,no,https://www.openstreetmap.org/node/13416458701
Supercongelados Chile,frozen food,,,red social,,,https://instagram.com/supercongelados_chile,,,,Mujica 250,,,-33.450107,-70.6267701,no,https://www.openstreetmap.org/node/13416477901
El Bunker,beverages,,,red social,,,https://instagram.com/botilleriaelbunker,,,,Avenida Presidente Frei 381,,,-37.7947202,-73.391358,no,https://www.openstreetmap.org/node/13416759401
Tribu Mascotas,veterinary pharmacy,,,telefono,+56 9 3028 6073,,https://www.instagram.com/tribu_mascotas_limache,,,,Andrés Bello 406,,,-33.0113667,-71.2586414,no,https://www.openstreetmap.org/node/13418318432
Papelería Con Amor,stationery,,,telefono,+56 9 5875 7983,,https://www.instagram.com/papeleriaconamor.cl,,,,Andrés Bello 406,,,-33.0114213,-71.2584795,no,https://www.openstreetmap.org/node/13418318433
Lofmarket,general,,,telefono,+56 9 4095 4152,,https://instagram.com/minimarket_lofmarket,,,,Pasaje del Petróleo 206,,,-33.0085658,-71.2596695,no,https://www.openstreetmap.org/node/13418318434
Farmacias Ahorro+,pharmacy,,,telefono,+56 958 473 890,ahorromasfarmacias@gmail.com,https://instagram.com/farmacia_ahorromas,https://facebook.com/61558160956255,,,Juan Antonio Ríos 43,,,-37.6287359,-73.4600286,no,https://www.openstreetmap.org/node/13423995501
Camping Costanera,,,,telefono,+56 9 9877 9679,,https://instagram.com/camping_costanera,https://facebook.com/campingCostaneraLagoRanco,,,,,,-40.3238144,-72.4939346,no,https://www.openstreetmap.org/node/13424354257
Camping La Tranca del Lago,,,,telefono,+56 9 9144 2558,,https://instagram.com/camping.latrancadellago,,,,,,,-41.0644379,-72.6543121,no,https://www.openstreetmap.org/node/13430142057
Camping Puerto Oscuro,,,,telefono,+56 9 8258 8463,,https://instagram.com/camping.puertooscuro.ensenada,,,,,,,-41.194561,-72.5406876,no,https://www.openstreetmap.org/node/13431270530
Camping Refugio Ensenada,,,,telefono,+56 9 7328 1518,,https://instagram.com/refugioensenada,,,,,,,-41.2189369,-72.5526886,no,https://www.openstreetmap.org/node/13431290496
Camping Entre Ríos y Arrayanes,,,,telefono,056 9 6488 8049,,https://instagram.com/camping.entrerios,,,,,,,-41.7648125,-72.6760635,no,https://www.openstreetmap.org/node/13439659222
Camping Los Arrayanes,,,,telefono,+56 9 3010 9787,,https://instagram.com/losarrayaneschaiten,,,,,,,-42.885263,-72.7506324,no,https://www.openstreetmap.org/node/13440227201
Camping Patagonia El Cobre,,,,telefono,+56 9 8227 5152,patagoniaelcobre@gmail.com,https://instagram.com/patagoniaelcobre,https://facebook.com/100063656016537,,,,,,-41.9689066,-72.4937849,no,https://www.openstreetmap.org/node/13443070218
Camping 9 Pumas,,,,telefono,+56 9 8382 2976,,https://instagram.com/tinajas9pumas_camping_campers,,,,,,,-43.9348417,-72.3796362,no,https://www.openstreetmap.org/node/13453384503
Camping El Rincón Del Asador,,,,telefono,+56 9 4113 7811,,https://instagram.com/elrincon_delasador.lajunta,,,,,,,-43.8275722,-72.3532118,no,https://www.openstreetmap.org/node/13453393133
Margoni Bikes & Sports Natales,bicycle,,,telefono,+56957596779,,https://instagram.com/margoni.bikessport.natales,,,,Bernardo Phillipi 427,,,-51.7247801,-72.507032,no,https://www.openstreetmap.org/node/13458085401
La olita,fast food,,,red social,,,https://instagram.com/laOlitaCafeteria,,,,,,,-47.0140722,-72.8276706,no,https://www.openstreetmap.org/node/13463779757
Matiz,clothes,,,red social,,,https://instagram.com/matiz.textil,,,,Tegualda 1517,,,-33.4484202,-70.6233203,no,https://www.openstreetmap.org/node/13472313401
La Parrilla de Don Humberto,restaurant,,,telefono,+56 51 224 8267,donhumbertoplaya@gmail.com,https://instagram.com/laparrilladedonhumberto,https://www.facebook.com/laparrilladedonhumberto,,,Avenida del Mar 4402,La Serena,,-29.9321289,-71.2809311,no,https://www.openstreetmap.org/node/13477445643
Barbería Claudio,hairdresser,,,telefono,+56 990 909 554,,https://instagram.com/barberiaclaudioo,,,,El Roble 2365,,,-36.8080387,-73.0655741,no,https://www.openstreetmap.org/node/13479510701
Automecánica Correa,car repair,,,telefono,+56 412 472 497,correa.secretaria@gmail.com,https://instagram.com/automecanica.correa,,,,Rengo 1676,,,-36.8153934,-73.0597277,no,https://www.openstreetmap.org/node/13479522801
Intermedica,medical supply,,,red social,,,https://instagram.com/intermedica_limitada,,,,Rengo 1199,,,-36.8203801,-73.0569702,no,https://www.openstreetmap.org/node/13479524801
Centro Odontológico Dr. Mathijsen,dentist,,,red social,,,https://instagram.com/clinicacdm.cl,,,,O'Higgins 1144,,,-36.8251283,-73.0436358,no,https://www.openstreetmap.org/node/13479728302
Clínica Dental Befordent,dentist,,,telefono,+56 945 460 456,,https://instagram.com/befordent_clinica,,,,Ejército 675,,,-36.8132962,-73.0587383,no,https://www.openstreetmap.org/node/13482795002
Mini Wok Restaurant,restaurant,,,red social,,,https://instagram.com/mini_wok_restaurant,,,,Las Heras 495,,,-36.8232606,-73.0552072,no,https://www.openstreetmap.org/node/13482798702
Ópticas Linco,optician,,,red social,,,https://instagram.com/opticas.linco,,,,Rengo 478,,,-36.8275869,-73.0521473,no,https://www.openstreetmap.org/node/13482802201
Ragni Climbing,,,,red social,,,https://instagram.com/ragniclimb,,,,Avenida Alonso de Córdova 5870,,,-33.4072004,-70.5702501,no,https://www.openstreetmap.org/node/13484790401
Funeraria Miguel Sanhueza,funeral directors,77.352.855-1,probable (nombre+comuna contra Registro de Empresas y Sociedades),telefono,+56 967 356 496,,https://instagram.com/funerariamiguelsanhueza,https://facebook.com/FunerariaMiguelSanhueza,,,O'Higgins 1475,Concepción,,-36.8230933,-73.0394949,no,https://www.openstreetmap.org/node/13485007936
Camping Lerun,,,,telefono,+56 9 6797 4430,,https://instagram.com/lerun_tierra,,,,,,,-46.6273117,-72.67556,no,https://www.openstreetmap.org/node/13502313220
Gravity Boulder,,,,red social,,,https://instagram.com/gravitymallsport,,,,Avenida Las Condes 13,,,-33.3711428,-70.5066613,no,https://www.openstreetmap.org/node/13502823201
Residencial Patagonia,,,,telefono,+56 9 5637 6099,,https://instagram.com/residencial.patagonia,,,,,,,-46.4407971,-72.7119603,no,https://www.openstreetmap.org/node/13504656249
Centro de Educación de Adultos Newentun,school,,,telefono,+56 41 246 7281,secretaria.newentun@gmail.com,https://instagram.com/newentun.educacion,https://facebook.com/ceianewentun,,,Freire 485,Concepción,,-36.8263562,-73.0533743,no,https://www.openstreetmap.org/node/13505633113
Camping Patagonia Dome Home,,,,telefono,+56994434435,,https://instagram.com/patagoniadomehome,,,,,,,-45.5871586,-72.0801497,no,https://www.openstreetmap.org/node/13507001301
La Barra Market,convenience,,,red social,,,https://instagram.com/labarra.market,,,,Tucapel 721,Concepción,,-36.8225668,-73.0477238,no,https://www.openstreetmap.org/node/13507749101
Donuts Ice Cream & Coffee,ice cream,,,red social,,,https://instagram.com/bubblesanddonuts,,,,Circunvalación Monjitas Oriente 2706,La Serena,,-29.8728532,-71.2312695,no,https://www.openstreetmap.org/node/13507889821
Clínica Somi,clinic,,,telefono,+56 9 7123 9542,,https://instagram.com/clinicasomi.cia,https://www.facebook.com/clinicasomi.cia,,,Circunvalación Monjitas Oriente 2706,La Serena,,-29.8729984,-71.2312108,no,https://www.openstreetmap.org/node/13507889822
Escuela Luis Cousiño Squella,school,,,telefono,+56 41 234 7503;+56 41 234 7576;+56 9 9249 4242,lcousque@gmail.com,https://instagram.com/lcousque,,,,Los Tilos,Lota,,-37.0895059,-73.1590171,no,https://www.openstreetmap.org/node/13508069478
Benz Haus,pastry,78.379.962-6,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://instagram.com/benz.haus,,,,Pedro de Valdivia 249,Los Álamos,,-37.6274091,-73.4579941,no,https://www.openstreetmap.org/node/13510908801
Market Darling,convenience,,,red social,,,https://instagram.com/market_darling,,,,,,,-37.6748375,-73.3872676,no,https://www.openstreetmap.org/node/13510917902
Nomade Bikers,bicycle,,,telefono,+56 9 2643 9057,,https://instagram.com/nomade_bikers?igsh=MWxwa2ZpaHRzdGc2cQ%3D%3D,,,,Doctor Steffens 170,,,-47.2546974,-72.5705137,no,https://www.openstreetmap.org/node/13513278990
